ENTREZID	PATHWAY_TERM	SYMBOL	perc.genes
5881	Angiogenesis	RAC3	0.0381851335407058
5881	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	RAC3	0.0139976402445565
5881	CCKR signaling map	RAC3	0.0578140083664057
5881	Gonadotropin-releasing hormone receptor pathway	RAC3	0.0669312453073045
5881	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAC3	0.0230076155743859
5881	PDGF signaling pathway	RAC3	0.0322321141263542
5881	TGF-beta signaling pathway	RAC3	0.0191998283814223
5883	NA	RAD9A	0.861578890914942
5884	NA	RAD17	0.861578890914942
5885	NA	RAD21	0.861578890914942
5886	NA	RAD23A	0.861578890914942
5887	NA	RAD23B	0.861578890914942
5888	NA	RAD51	0.861578890914942
5889	NA	RAD51C	0.861578890914942
5890	NA	RAD51B	0.861578890914942
5891	NA	MOK	0.861578890914942
5891	Alzheimer disease-amyloid secretase pathway	MOK	0.0114769923844256
5891	Angiogenesis	MOK	0.0381851335407058
5891	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	MOK	0.0139976402445565
5891	Apoptosis signaling pathway	MOK	0.0195216132146305
5891	B cell activation	MOK	0.0215059530194144
5891	CCKR signaling map	MOK	0.0578140083664057
5891	EGF receptor signaling pathway	MOK	0.0227930923522471
5891	Endothelin signaling pathway	MOK	0.0129250241338625
5891	FAS signaling pathway	MOK	0.0138367478279524
5891	FGF signaling pathway	MOK	0.0230612463799206
5891	Gonadotropin-releasing hormone receptor pathway	MOK	0.0669312453073045
5891	Huntington disease	MOK	0.0274053416282313
5891	Inflammation mediated by chemokine and cytokine signaling pathway	MOK	0.0403839965676284
5891	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	MOK	0.0134613321892095
5891	Integrin signalling pathway	MOK	0.0322857449318889
5891	Interferon-gamma signaling pathway	MOK	0.00670385069183739
5891	Interleukin signaling pathway	MOK	0.024777432157031
5891	JAK/STAT signaling pathway	MOK	0.00568486538667811
5891	Oxidative stress response	MOK	0.00970717580178054
5891	PDGF signaling pathway	MOK	0.0322321141263542
5891	Parkinson disease	MOK	0.0168937037434302
5891	Ras Pathway	MOK	0.0177517966319854
5891	T cell activation	MOK	0.0224176767135042
5891	TGF-beta signaling pathway	MOK	0.0191998283814223
5891	Toll receptor signaling pathway	MOK	0.014802102327577
5891	VEGF signaling pathway	MOK	0.0212914297972756
5891	Wnt signaling pathway	MOK	0.0381315027351711
5891	p38 MAPK pathway	MOK	0.0134613321892095
5891	p53 pathway feedback loops 2	MOK	0.0127105009117237
5892	NA	RAD51D	0.861578890914942
5893	NA	RAD52	0.861578890914942
5894	Angiogenesis	RAF1	0.0381851335407058
5894	Angiotensin II-stimulated signaling through G proteins and beta-arrestin	RAF1	0.0139976402445565
5894	B cell activation	RAF1	0.0215059530194144
5894	CCKR signaling map	RAF1	0.0578140083664057
5894	EGF receptor signaling pathway	RAF1	0.0227930923522471
5894	Endothelin signaling pathway	RAF1	0.0129250241338625
5894	FGF signaling pathway	RAF1	0.0230612463799206
5894	Gonadotropin-releasing hormone receptor pathway	RAF1	0.0669312453073045
5894	Inflammation mediated by chemokine and cytokine signaling pathway	RAF1	0.0403839965676284
5894	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RAF1	0.0134613321892095
5894	Integrin signalling pathway	RAF1	0.0322857449318889
5894	Interleukin signaling pathway	RAF1	0.024777432157031
5894	PDGF signaling pathway	RAF1	0.0322321141263542
5894	Ras Pathway	RAF1	0.0177517966319854
5894	T cell activation	RAF1	0.0224176767135042
5894	VEGF signaling pathway	RAF1	0.0212914297972756
5896	NA	RAG1	0.861578890914942
5897	NA	RAG2	0.861578890914942
5898	Ras Pathway	RALA	0.0177517966319854
5898	Angiogenesis	RALA	0.0381851335407058
5898	B cell activation	RALA	0.0215059530194144
5898	CCKR signaling map	RALA	0.0578140083664057
5898	EGF receptor signaling pathway	RALA	0.0227930923522471
5898	FGF signaling pathway	RALA	0.0230612463799206
5898	Gonadotropin-releasing hormone receptor pathway	RALA	0.0669312453073045
5898	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RALA	0.0163037648825485
5898	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RALA	0.0230076155743859
5898	Inflammation mediated by chemokine and cytokine signaling pathway	RALA	0.0403839965676284
5898	Integrin signalling pathway	RALA	0.0322857449318889
5898	Interleukin signaling pathway	RALA	0.024777432157031
5898	PDGF signaling pathway	RALA	0.0322321141263542
5898	PI3 kinase pathway	RALA	0.0210232757696021
5898	T cell activation	RALA	0.0224176767135042
5898	TGF-beta signaling pathway	RALA	0.0191998283814223
5898	VEGF signaling pathway	RALA	0.0212914297972756
5898	p53 pathway by glucose deprivation	RALA	0.00713289713611498
5898	p53 pathway feedback loops 2	RALA	0.0127105009117237
58985	NA	IL22RA1	0.861578890914942
58985	Angiogenesis	IL22RA1	0.0381851335407058
58985	Blood coagulation	IL22RA1	0.0147484715220423
58985	Inflammation mediated by chemokine and cytokine signaling pathway	IL22RA1	0.0403839965676284
58985	Interferon-gamma signaling pathway	IL22RA1	0.00670385069183739
58985	Interleukin signaling pathway	IL22RA1	0.024777432157031
58986	NA	TMEM8A	0.861578890914942
5899	Ras Pathway	RALB	0.0177517966319854
5899	Angiogenesis	RALB	0.0381851335407058
5899	B cell activation	RALB	0.0215059530194144
5899	CCKR signaling map	RALB	0.0578140083664057
5899	EGF receptor signaling pathway	RALB	0.0227930923522471
5899	FGF signaling pathway	RALB	0.0230612463799206
5899	Gonadotropin-releasing hormone receptor pathway	RALB	0.0669312453073045
5899	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RALB	0.0163037648825485
5899	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RALB	0.0230076155743859
5899	Inflammation mediated by chemokine and cytokine signaling pathway	RALB	0.0403839965676284
5899	Integrin signalling pathway	RALB	0.0322857449318889
5899	Interleukin signaling pathway	RALB	0.024777432157031
5899	PDGF signaling pathway	RALB	0.0322321141263542
5899	PI3 kinase pathway	RALB	0.0210232757696021
5899	T cell activation	RALB	0.0224176767135042
5899	TGF-beta signaling pathway	RALB	0.0191998283814223
5899	VEGF signaling pathway	RALB	0.0212914297972756
5899	p53 pathway by glucose deprivation	RALB	0.00713289713611498
5899	p53 pathway feedback loops 2	RALB	0.0127105009117237
59	Alzheimer disease-presenilin pathway	ACTA2	0.0163037648825485
59	Cadherin signaling pathway	ACTA2	0.0174300117987772
59	Cytoskeletal regulation by Rho GTPase	ACTA2	0.0153920411884587
59	Huntington disease	ACTA2	0.0274053416282313
59	Inflammation mediated by chemokine and cytokine signaling pathway	ACTA2	0.0403839965676284
59	Integrin signalling pathway	ACTA2	0.0322857449318889
59	Nicotinic acetylcholine receptor signaling pathway	ACTA2	0.0144266866888341
59	Wnt signaling pathway	ACTA2	0.0381315027351711
590	Muscarinic acetylcholine receptor 1 and 3 signaling pathway	BCHE	0.0101898530515928
590	Muscarinic acetylcholine receptor 2 and 4 signaling pathway	BCHE	0.00777646680253137
590	Nicotinic acetylcholine receptor signaling pathway	BCHE	0.0144266866888341
5900	Ras Pathway	RALGDS	0.0177517966319854
5900	Angiogenesis	RALGDS	0.0381851335407058
5900	B cell activation	RALGDS	0.0215059530194144
5900	CCKR signaling map	RALGDS	0.0578140083664057
5900	EGF receptor signaling pathway	RALGDS	0.0227930923522471
5900	FGF signaling pathway	RALGDS	0.0230612463799206
5900	Gonadotropin-releasing hormone receptor pathway	RALGDS	0.0669312453073045
5900	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RALGDS	0.0230076155743859
5900	Inflammation mediated by chemokine and cytokine signaling pathway	RALGDS	0.0403839965676284
5900	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RALGDS	0.0134613321892095
5900	Integrin signalling pathway	RALGDS	0.0322857449318889
5900	Interleukin signaling pathway	RALGDS	0.024777432157031
5900	PDGF signaling pathway	RALGDS	0.0322321141263542
5900	PI3 kinase pathway	RALGDS	0.0210232757696021
5900	T cell activation	RALGDS	0.0224176767135042
5901	NA	RAN	0.861578890914942
5902	NA	RANBP1	0.861578890914942
5903	NA	RANBP2	0.861578890914942
5905	NA	RANGAP1	0.861578890914942
5906	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RAP1A	0.0163037648825485
5906	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAP1A	0.0230076155743859
5906	Integrin signalling pathway	RAP1A	0.0322857449318889
5906	Angiogenesis	RAP1A	0.0381851335407058
5906	B cell activation	RAP1A	0.0215059530194144
5906	CCKR signaling map	RAP1A	0.0578140083664057
5906	EGF receptor signaling pathway	RAP1A	0.0227930923522471
5906	FGF signaling pathway	RAP1A	0.0230612463799206
5906	Gonadotropin-releasing hormone receptor pathway	RAP1A	0.0669312453073045
5906	Inflammation mediated by chemokine and cytokine signaling pathway	RAP1A	0.0403839965676284
5906	Interleukin signaling pathway	RAP1A	0.024777432157031
5906	PDGF signaling pathway	RAP1A	0.0322321141263542
5906	PI3 kinase pathway	RAP1A	0.0210232757696021
5906	Ras Pathway	RAP1A	0.0177517966319854
5906	T cell activation	RAP1A	0.0224176767135042
5906	TGF-beta signaling pathway	RAP1A	0.0191998283814223
5906	VEGF signaling pathway	RAP1A	0.0212914297972756
5906	p53 pathway by glucose deprivation	RAP1A	0.00713289713611498
5906	p53 pathway feedback loops 2	RAP1A	0.0127105009117237
59067	Interleukin signaling pathway	IL21	0.024777432157031
5908	Gonadotropin-releasing hormone receptor pathway	RAP1B	0.0669312453073045
5908	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RAP1B	0.0163037648825485
5908	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAP1B	0.0230076155743859
5908	Integrin signalling pathway	RAP1B	0.0322857449318889
5908	Angiogenesis	RAP1B	0.0381851335407058
5908	B cell activation	RAP1B	0.0215059530194144
5908	CCKR signaling map	RAP1B	0.0578140083664057
5908	EGF receptor signaling pathway	RAP1B	0.0227930923522471
5908	FGF signaling pathway	RAP1B	0.0230612463799206
5908	Inflammation mediated by chemokine and cytokine signaling pathway	RAP1B	0.0403839965676284
5908	Interleukin signaling pathway	RAP1B	0.024777432157031
5908	PDGF signaling pathway	RAP1B	0.0322321141263542
5908	PI3 kinase pathway	RAP1B	0.0210232757696021
5908	Ras Pathway	RAP1B	0.0177517966319854
5908	T cell activation	RAP1B	0.0224176767135042
5908	TGF-beta signaling pathway	RAP1B	0.0191998283814223
5908	VEGF signaling pathway	RAP1B	0.0212914297972756
5908	p53 pathway by glucose deprivation	RAP1B	0.00713289713611498
5908	p53 pathway feedback loops 2	RAP1B	0.0127105009117237
59082	NA	CARD18	0.861578890914942
59082	Angiogenesis	CARD18	0.0381851335407058
59082	Apoptosis signaling pathway	CARD18	0.0195216132146305
59082	CCKR signaling map	CARD18	0.0578140083664057
59082	FAS signaling pathway	CARD18	0.0138367478279524
59082	Huntington disease	CARD18	0.0274053416282313
59082	PI3 kinase pathway	CARD18	0.0210232757696021
59082	VEGF signaling pathway	CARD18	0.0212914297972756
59084	NA	ENPP5	0.861578890914942
5909	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAP1GAP	0.0230076155743859
5910	NA	RAP1GDS1	0.861578890914942
5911	Integrin signalling pathway	RAP2A	0.0322857449318889
5911	Angiogenesis	RAP2A	0.0381851335407058
5911	B cell activation	RAP2A	0.0215059530194144
5911	CCKR signaling map	RAP2A	0.0578140083664057
5911	EGF receptor signaling pathway	RAP2A	0.0227930923522471
5911	FGF signaling pathway	RAP2A	0.0230612463799206
5911	Gonadotropin-releasing hormone receptor pathway	RAP2A	0.0669312453073045
5911	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RAP2A	0.0163037648825485
5911	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAP2A	0.0230076155743859
5911	Inflammation mediated by chemokine and cytokine signaling pathway	RAP2A	0.0403839965676284
5911	Interleukin signaling pathway	RAP2A	0.024777432157031
5911	PDGF signaling pathway	RAP2A	0.0322321141263542
5911	PI3 kinase pathway	RAP2A	0.0210232757696021
5911	Ras Pathway	RAP2A	0.0177517966319854
5911	T cell activation	RAP2A	0.0224176767135042
5911	TGF-beta signaling pathway	RAP2A	0.0191998283814223
5911	VEGF signaling pathway	RAP2A	0.0212914297972756
5911	p53 pathway by glucose deprivation	RAP2A	0.00713289713611498
5911	p53 pathway feedback loops 2	RAP2A	0.0127105009117237
5912	Integrin signalling pathway	RAP2B	0.0322857449318889
5912	Angiogenesis	RAP2B	0.0381851335407058
5912	B cell activation	RAP2B	0.0215059530194144
5912	CCKR signaling map	RAP2B	0.0578140083664057
5912	EGF receptor signaling pathway	RAP2B	0.0227930923522471
5912	FGF signaling pathway	RAP2B	0.0230612463799206
5912	Gonadotropin-releasing hormone receptor pathway	RAP2B	0.0669312453073045
5912	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RAP2B	0.0163037648825485
5912	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAP2B	0.0230076155743859
5912	Inflammation mediated by chemokine and cytokine signaling pathway	RAP2B	0.0403839965676284
5912	Interleukin signaling pathway	RAP2B	0.024777432157031
5912	PDGF signaling pathway	RAP2B	0.0322321141263542
5912	PI3 kinase pathway	RAP2B	0.0210232757696021
5912	Ras Pathway	RAP2B	0.0177517966319854
5912	T cell activation	RAP2B	0.0224176767135042
5912	TGF-beta signaling pathway	RAP2B	0.0191998283814223
5912	VEGF signaling pathway	RAP2B	0.0212914297972756
5912	p53 pathway by glucose deprivation	RAP2B	0.00713289713611498
5912	p53 pathway feedback loops 2	RAP2B	0.0127105009117237
5913	NA	RAPSN	0.861578890914942
5913	Heterotrimeric G-protein signaling pathway-Gi alpha and Gs alpha mediated pathway	RAPSN	0.0163037648825485
5913	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RAPSN	0.0230076155743859
5914	Vitamin D metabolism and pathway	RARA	0.00530944974793521
5914	Angiogenesis	RARA	0.0381851335407058
5914	CCKR signaling map	RARA	0.0578140083664057
5914	Gonadotropin-releasing hormone receptor pathway	RARA	0.0669312453073045
5914	Hypoxia response via HIF activation	RARA	0.00573849619221281
5914	Wnt signaling pathway	RARA	0.0381315027351711
5915	NA	RARB	0.861578890914942
5915	Angiogenesis	RARB	0.0381851335407058
5915	CCKR signaling map	RARB	0.0578140083664057
5915	Gonadotropin-releasing hormone receptor pathway	RARB	0.0669312453073045
5915	Hypoxia response via HIF activation	RARB	0.00573849619221281
5915	Vitamin D metabolism and pathway	RARB	0.00530944974793521
5915	Wnt signaling pathway	RARB	0.0381315027351711
5916	NA	RARG	0.861578890914942
5916	Angiogenesis	RARG	0.0381851335407058
5916	CCKR signaling map	RARG	0.0578140083664057
5916	Gonadotropin-releasing hormone receptor pathway	RARG	0.0669312453073045
5916	Hypoxia response via HIF activation	RARG	0.00573849619221281
5916	Vitamin D metabolism and pathway	RARG	0.00530944974793521
5916	Wnt signaling pathway	RARG	0.0381315027351711
5917	NA	RARS	0.861578890914942
5918	NA	RARRES1	0.861578890914942
5919	NA	RARRES2	0.861578890914942
5920	NA	PLAAT4	0.861578890914942
5921	Angiogenesis	RASA1	0.0381851335407058
5921	EGF receptor signaling pathway	RASA1	0.0227930923522471
5921	FGF signaling pathway	RASA1	0.0230612463799206
5921	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASA1	0.0134613321892095
5921	Interleukin signaling pathway	RASA1	0.024777432157031
5921	PDGF signaling pathway	RASA1	0.0322321141263542
5922	EGF receptor signaling pathway	RASA2	0.0227930923522471
5922	FGF signaling pathway	RASA2	0.0230612463799206
5922	PDGF signaling pathway	RASA2	0.0322321141263542
5922	Angiogenesis	RASA2	0.0381851335407058
5922	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASA2	0.0134613321892095
5922	Interleukin signaling pathway	RASA2	0.024777432157031
5923	NA	RASGRF1	0.861578890914942
5923	Angiogenesis	RASGRF1	0.0381851335407058
5923	B cell activation	RASGRF1	0.0215059530194144
5923	CCKR signaling map	RASGRF1	0.0578140083664057
5923	EGF receptor signaling pathway	RASGRF1	0.0227930923522471
5923	FGF signaling pathway	RASGRF1	0.0230612463799206
5923	Gonadotropin-releasing hormone receptor pathway	RASGRF1	0.0669312453073045
5923	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASGRF1	0.0230076155743859
5923	Inflammation mediated by chemokine and cytokine signaling pathway	RASGRF1	0.0403839965676284
5923	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASGRF1	0.0134613321892095
5923	Integrin signalling pathway	RASGRF1	0.0322857449318889
5923	Interleukin signaling pathway	RASGRF1	0.024777432157031
5923	PDGF signaling pathway	RASGRF1	0.0322321141263542
5923	PI3 kinase pathway	RASGRF1	0.0210232757696021
5923	Ras Pathway	RASGRF1	0.0177517966319854
5923	T cell activation	RASGRF1	0.0224176767135042
5924	NA	RASGRF2	0.861578890914942
5924	Angiogenesis	RASGRF2	0.0381851335407058
5924	B cell activation	RASGRF2	0.0215059530194144
5924	CCKR signaling map	RASGRF2	0.0578140083664057
5924	EGF receptor signaling pathway	RASGRF2	0.0227930923522471
5924	FGF signaling pathway	RASGRF2	0.0230612463799206
5924	Gonadotropin-releasing hormone receptor pathway	RASGRF2	0.0669312453073045
5924	Heterotrimeric G-protein signaling pathway-Gq alpha and Go alpha mediated pathway	RASGRF2	0.0230076155743859
5924	Inflammation mediated by chemokine and cytokine signaling pathway	RASGRF2	0.0403839965676284
5924	Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	RASGRF2	0.0134613321892095
5924	Integrin signalling pathway	RASGRF2	0.0322857449318889
5924	Interleukin signaling pathway	RASGRF2	0.024777432157031
5924	PDGF signaling pathway	RASGRF2	0.0322321141263542
5924	PI3 kinase pathway	RASGRF2	0.0210232757696021
5924	Ras Pathway	RASGRF2	0.0177517966319854
5924	T cell activation	RASGRF2	0.0224176767135042
5925	p53 pathway feedback loops 2	RB1	0.0127105009117237
5926	NA	ARID4A	0.861578890914942
59269	NA	HIVEP3	0.861578890914942
59269	DPP-SCW signaling pathway	HIVEP3	0.00740105116378848
5927	NA	KDM5A	0.861578890914942
59271	NA	EVA1C	0.861578890914942
59271	Cortocotropin releasing factor receptor signaling pathway	EVA1C	0.0058993886088169
59271	Gonadotropin-releasing hormone receptor pathway	EVA1C	0.0669312453073045
59271	p53 pathway	EVA1C	0.0235975544352676
59272	NA	ACE2	0.861578890914942
59274	Integrin signalling pathway	TLNRD1	0.0322857449318889
59277	Axon guidance mediated by Slit/Robo	NTN4	0.010511637884801
59277	Axon guidance mediated by netrin	NTN4	0.00568486538667811
59277	Integrin signalling pathway	NTN4	0.0322857449318889
5928	NA	RBBP4	0.861578890914942
59283	NA	CACNG8	0.861578890914942
59283	Ionotropic glutamate receptor pathway	CACNG8	0.0062211734420251
